item_id,score,skill_id,user_id
354,1,4,418
518,1,4,418
326,0,14,418
110,1,4,418
63,1,14,418
454,1,4,418
303,1,14,418
178,1,20,418
337,1,2,418
185,1,2,418
492,1,4,418
336,1,2,418
183,1,23,418
2,1,2,418
478,0,2,418
227,1,4,418
54,1,18,418
81,1,1,418
579,0,2,418
46,1,2,418
191,0,21,418
148,1,18,418
269,1,18,418
344,0,26,418
390,1,14,418
64,1,21,418
256,0,4,418
27,1,14,418
44,1,18,418
323,0,2,418
98,1,4,418
417,1,2,418
158,1,21,418
31,1,2,418
147,1,18,418
680,1,14,418
138,1,4,418
296,1,4,418
327,0,18,418
575,0,2,418
644,0,14,418
351,1,18,418
13,1,8,419
544,0,27,419
176,1,8,419
288,1,25,419
34,0,16,419
341,1,25,419
375,0,27,419
273,1,25,419
157,1,25,419
415,1,8,419
193,0,34,419
139,1,25,419
6,1,3,420
84,1,1,420
68,1,3,420
98,0,4,420
184,1,18,420
37,1,1,420
107,1,1,420
105,0,4,420
95,1,5,420
192,1,13,420
254,0,5,420
59,1,3,420
149,1,1,420
113,0,1,420
57,0,17,420
60,1,1,420
158,1,21,420
156,1,1,420
241,1,18,420
132,1,3,420
71,1,17,420
54,1,18,420
75,1,5,420
3,1,3,420
82,1,3,420
48,1,3,420
229,1,13,420
272,0,24,420
66,1,1,420
122,1,21,420
168,0,21,420
33,1,3,420
38,1,3,420
234,1,13,420
214,1,13,420
53,1,1,420
1,1,1,420
257,1,3,420
4,1,1,420
8,0,5,420
210,1,17,421
17,0,10,421
282,1,4,421
358,0,2,421
38,1,3,421
53,1,1,421
3,1,3,421
141,0,17,421
274,0,10,421
80,1,23,421
149,1,1,421
68,1,3,421
202,1,35,421
24,1,3,421
417,0,2,421
194,1,35,421
89,1,10,421
330,0,5,421
6,1,3,421
1,1,1,421
19,0,4,421
57,1,17,421
16,1,3,421
48,1,3,421
254,0,5,421
66,1,1,421
270,0,23,421
281,0,1,421
35,1,9,421
71,1,17,421
164,1,9,421
43,1,17,421
154,1,3,421
203,1,5,421
207,1,23,421
60,1,1,421
112,1,17,421
293,1,3,421
26,1,3,421
142,0,5,421
39,1,17,421
4,1,1,421
33,1,3,421
37,1,1,421
58,1,1,421
246,0,10,421
59,1,3,421
101,1,3,421
18,1,11,422
25,1,13,422
28,1,11,422
3,1,3,422
146,1,11,422
33,1,3,422
24,1,3,422
129,1,13,422
4,1,1,423
37,1,1,423
480,1,22,423
514,0,4,423
243,1,1,423
41,1,17,423
57,1,17,423
32,1,3,423
68,1,3,423
396,1,21,423
24,1,3,423
81,0,1,423
48,1,3,423
75,1,5,423
19,1,4,423
52,0,1,423
25,1,13,423
60,1,1,423
187,1,21,423
17,1,10,423
363,1,23,423
400,1,7,423
5,1,1,423
58,1,1,423
35,1,9,423
69,1,22,423
43,1,17,423
189,0,5,423
26,1,3,423
237,0,5,423
347,1,4,423
153,1,4,423
215,1,19,423
119,1,3,423
381,1,21,423
242,1,1,423
330,0,5,423
36,1,3,423
138,1,4,423
182,1,1,423
164,1,9,423
433,1,5,423
296,1,4,423
199,1,3,423
293,1,3,423
409,1,7,423
217,1,7,423
226,1,7,423
62,1,3,423
195,0,5,423
72,1,3,423
113,1,1,423
16,1,3,423
110,1,4,423
53,1,1,423
391,1,7,423
427,1,5,423
93,1,4,423
301,0,4,423
11,1,3,423
332,1,32,423
23,0,4,423
1,1,1,423
117,0,19,423
339,1,21,423
282,1,4,423
346,1,10,423
380,0,7,423
6,1,3,424
59,1,3,424
128,1,3,424
11,1,3,424
37,1,1,424
62,1,3,424
38,1,3,424
141,0,17,425
113,1,1,425
346,1,10,425
124,1,5,425
24,1,3,425
242,0,1,425
144,1,5,425
112,0,17,425
229,1,13,425
84,1,1,425
234,1,13,425
164,0,9,425
111,1,14,425
53,1,1,425
5,1,1,425
319,1,4,425
184,0,18,425
417,1,2,425
38,1,3,425
68,1,3,425
58,1,1,425
360,1,19,425
257,1,3,425
43,1,17,425
270,1,23,425
237,1,5,425
23,1,4,425
156,1,1,425
292,1,4,425
82,1,3,425
75,0,5,425
57,1,17,425
178,1,20,425
60,1,1,425
129,1,13,425
66,0,1,425
6,0,3,425
59,1,3,425
3,1,3,425
25,1,13,425
89,1,10,425
132,1,3,425
336,1,2,425
310,1,14,425
182,1,1,425
243,1,1,425
81,1,1,425
39,1,17,425
55,1,20,425
274,0,10,425
33,1,3,425
211,1,14,426
27,1,14,426
111,0,14,426
123,1,30,426
51,1,14,426
303,1,14,426
63,0,14,426
77,1,14,426
135,1,14,426
167,1,5,427
110,1,4,427
39,1,17,427
107,1,1,427
122,1,21,427
8,1,5,427
48,1,3,427
67,1,17,427
301,1,4,427
59,1,3,427
4,0,1,427
230,1,5,427
84,1,1,427
19,1,4,427
233,1,17,427
149,1,1,427
61,1,5,427
104,1,17,427
58,1,1,427
347,1,4,427
182,1,1,427
57,1,17,427
38,0,3,427
221,1,17,427
5,1,1,427
1,1,1,427
68,1,3,427
43,1,17,427
53,1,1,427
272,0,24,427
82,1,3,427
168,1,21,427
6,1,3,427
141,1,17,427
252,1,4,427
296,0,4,427
71,1,17,427
95,1,5,427
138,1,4,427
24,1,3,427
112,1,17,427
191,0,21,427
195,1,5,427
97,1,21,427
23,1,4,427
218,0,4,427
66,1,1,427
93,1,4,427
63,1,14,428
303,1,14,428
27,0,14,428
111,0,14,428
77,0,14,428
66,1,1,429
58,1,1,429
3,1,3,429
62,1,3,429
53,1,1,429
11,1,3,429
126,1,12,429
113,1,1,429
84,1,1,429
37,1,1,429
5,1,1,429
1,1,1,429
24,1,3,429
68,1,3,429
20,1,1,429
82,1,3,429
60,1,1,429
59,1,3,429
182,0,1,429
174,1,4,429
38,0,3,429
281,1,1,429
33,1,3,429
149,1,1,429
16,1,3,430
310,0,14,430
191,0,21,430
347,0,4,430
168,1,21,430
204,0,35,430
75,1,5,430
61,0,5,430
121,1,14,430
144,0,5,430
82,1,3,430
111,1,14,430
51,1,14,430
72,1,3,430
237,1,5,430
484,0,14,430
3,1,3,430
182,1,1,430
190,1,20,430
8,1,5,430
122,0,21,430
277,1,14,430
354,0,4,430
95,0,5,430
194,1,35,430
178,1,20,430
349,1,14,430
81,0,1,430
284,1,5,430
55,1,20,430
24,1,3,430
83,0,2,431
402,1,9,431
191,0,21,431
57,1,17,431
218,0,4,431
231,1,23,431
80,1,23,431
346,1,10,431
274,1,10,431
45,1,19,431
87,1,26,431
49,1,19,431
90,0,19,431
164,1,9,431
212,1,37,431
207,1,23,431
212,0,37,432
97,1,21,432
48,1,3,432
449,0,36,432
180,1,11,432
156,1,1,432
385,1,24,432
80,1,23,432
130,0,32,432
542,1,24,432
57,1,17,432
33,1,3,432
83,0,2,432
337,1,2,432
53,1,1,432
89,1,10,432
209,1,36,432
149,1,1,432
84,1,1,432
182,1,1,432
60,1,1,432
143,1,31,432
91,0,27,432
191,1,21,432
207,0,23,432
177,0,6,432
107,1,1,432
258,1,12,432
589,1,12,432
28,1,11,432
287,0,11,432
82,1,3,432
20,1,1,432
123,1,30,432
249,1,24,432
5,1,1,432
81,1,1,432
6,1,3,432
246,1,10,432
647,0,24,432
131,1,24,432
24,1,3,432
300,1,36,432
25,1,13,432
285,0,12,432
261,0,37,432
59,1,3,432
87,0,26,432
126,1,12,432
3,1,3,432
64,1,21,432
437,1,23,432
146,1,11,432
175,1,30,432
43,1,17,432
114,1,23,432
4,1,1,432
66,1,1,432
481,1,11,432
93,1,4,432
46,1,2,432
292,1,4,432
275,0,11,432
2,0,2,432
472,0,11,432
122,1,21,432
243,1,1,432
19,1,4,432
38,1,3,432
168,0,21,432
34,0,16,432
73,0,23,433
215,1,19,433
263,0,23,433
43,1,17,433
304,0,23,433
112,1,17,433
39,1,17,433
210,0,17,433
67,0,17,433
221,0,17,433
57,1,17,433
141,1,17,433
22,0,12,434
250,0,14,434
96,0,14,434
303,1,14,434
27,1,14,434
63,0,14,434
16,1,3,435
29,0,3,435
26,1,3,435
72,0,3,435
25,0,13,435
435,0,5,435
237,0,5,435
117,1,19,435
75,1,5,435
245,0,3,435
3,1,3,435
24,1,3,435
189,1,5,435
433,0,5,435
84,1,1,436
328,1,3,436
337,1,2,436
22,0,12,436
107,1,1,436
402,1,9,436
83,1,2,436
31,0,2,436
311,0,28,436
123,1,30,436
338,0,30,436
358,0,2,436
415,0,8,436
189,0,5,436
336,1,2,436
185,1,2,436
33,1,3,436
117,0,19,436
5,1,1,436
111,1,14,436
257,1,3,436
51,1,14,436
49,0,19,436
180,0,11,436
289,0,12,436
3,1,3,436
37,1,1,436
24,1,3,436
43,1,17,436
164,1,9,436
390,0,14,436
182,1,1,436
42,1,19,436
106,1,4,436
349,1,14,436
310,1,14,436
129,0,13,436
135,1,14,436
61,1,5,436
169,1,2,436
424,1,14,436
313,1,12,436
63,1,14,436
60,1,1,436
90,1,19,436
15,1,9,436
68,1,3,436
89,1,10,436
254,0,5,436
11,1,3,436
272,0,24,436
45,1,19,436
82,1,3,436
211,0,14,436
141,1,17,436
176,0,8,436
168,1,21,436
149,1,1,436
175,1,30,436
303,1,14,436
77,0,14,436
53,1,1,436
241,1,18,436
4,1,1,436
112,1,17,436
27,1,14,436
38,1,3,436
274,0,10,436
1,1,1,436
17,0,10,436
57,1,17,436
329,0,30,436
352,1,3,436
66,1,1,436
105,0,4,436
184,1,18,436
221,1,17,436
266,1,19,436
58,1,1,436
478,1,2,436
326,0,14,436
40,0,18,436
20,1,1,436
250,0,14,436
8,1,5,436
6,1,3,436
207,0,23,436
2,1,2,436
362,0,30,436
104,0,17,436
3,1,3,437
24,1,3,437
128,1,3,437
33,1,3,437
54,1,18,437
149,1,1,437
59,1,3,437
168,1,21,437
68,1,3,437
147,1,18,437
97,0,21,437
43,1,17,437
37,1,1,437
48,1,3,437
107,1,1,437
62,1,3,437
40,1,18,437
195,1,5,437
38,1,3,437
122,0,21,437
71,1,17,437
158,1,21,437
75,0,5,437
57,1,17,437
37,1,1,438
150,1,25,438
52,0,1,438
57,1,17,438
24,1,3,438
29,0,3,438
43,1,17,438
72,0,3,438
38,1,3,439
127,1,11,439
1,1,1,439
129,1,13,439
255,1,1,439
252,1,4,439
251,1,16,439
418,1,37,439
334,1,11,439
203,1,5,439
430,1,24,439
373,1,12,439
501,0,6,439
456,1,34,439
195,1,5,439
526,1,29,439
213,1,19,439
322,1,13,439
189,1,5,439
411,1,13,439
535,1,2,439
183,1,23,439
190,1,20,439
73,1,23,439
437,0,23,439
578,0,27,439
492,1,4,439
94,1,23,439
11,1,3,439
349,1,14,439
168,1,21,439
37,1,1,439
15,1,9,439
173,1,13,439
165,1,24,439
402,0,9,439
167,1,5,439
263,1,23,439
27,1,14,439
455,1,23,439
62,1,3,439
101,1,3,439
169,1,2,439
512,1,28,439
17,1,10,439
523,1,29,439
497,0,5,439
538,1,29,439
63,1,14,439
207,1,23,439
553,1,32,439
439,0,27,439
107,1,1,439
303,1,14,439
253,1,18,439
108,1,27,439
279,1,10,439
324,1,5,439
391,1,7,439
412,1,26,439
460,1,19,439
114,0,23,439
225,1,24,439
59,1,3,439
348,1,36,439
633,1,26,439
137,1,1,439
47,1,18,439
470,1,34,439
655,1,32,439
469,1,32,439
170,1,29,439
92,0,18,439
70,1,4,439
205,1,25,439
634,1,26,439
79,1,25,439
667,1,2,439
288,1,25,439
128,1,3,439
125,1,31,439
54,1,18,439
84,1,1,439
337,1,2,439
629,0,25,439
361,1,36,439
508,1,24,439
60,1,1,439
68,1,3,439
577,1,8,439
477,1,36,439
39,1,17,439
66,1,1,439
417,1,2,439
29,0,3,439
25,1,13,439
117,1,19,439
50,0,15,439
544,1,27,439
326,1,14,439
258,0,12,439
287,1,11,439
191,1,21,439
450,1,31,439
202,1,35,439
33,1,3,439
586,1,14,439
36,0,3,439
636,1,29,439
123,1,30,439
118,1,17,439
485,1,29,439
204,1,35,439
181,1,19,439
20,1,1,439
421,1,24,439
112,1,17,439
367,1,24,439
243,1,1,439
275,1,11,439
643,1,34,439
398,1,4,439
461,1,33,439
110,1,4,439
71,1,17,439
344,1,26,439
212,1,37,439
452,1,25,439
299,0,4,439
174,1,4,439
267,1,4,439
113,1,1,439
31,1,2,439
175,1,30,439
231,1,23,439
366,1,7,439
540,1,27,439
172,1,24,439
321,1,25,439
638,1,5,439
131,1,24,439
639,0,6,439
284,1,5,439
691,0,15,439
479,0,36,439
647,1,24,439
502,1,33,439
549,0,34,439
640,1,6,439
233,1,17,439
453,1,32,439
606,1,32,439
221,1,17,439
342,1,19,439
122,1,21,439
19,1,4,439
158,1,21,439
427,1,5,439
144,1,5,439
199,1,3,439
559,0,33,439
380,1,7,439
206,1,13,439
292,1,4,439
318,1,28,439
488,1,27,439
547,1,39,439
254,1,5,439
387,1,24,439
400,1,7,439
26,1,3,439
415,1,8,439
132,1,3,439
591,1,6,439
610,1,2,439
116,1,3,439
151,1,17,439
185,0,2,439
385,1,24,439
407,1,14,439
463,1,8,439
394,1,5,439
681,0,32,439
155,1,16,439
218,1,4,439
343,0,14,439
442,1,8,439
377,1,25,439
583,1,8,439
329,1,30,439
196,0,13,439
51,1,14,439
104,1,17,439
269,1,18,439
164,1,9,439
24,1,3,439
295,0,5,439
358,0,2,439
514,1,4,439
46,1,2,439
72,1,3,439
585,0,2,439
558,0,26,439
625,1,27,439
209,1,36,439
706,1,8,439
18,1,11,439
182,1,1,439
364,0,36,439
569,1,26,439
8,1,5,439
265,1,5,439
126,1,12,439
64,1,21,439
111,1,14,439
406,1,8,439
408,1,5,439
163,1,28,439
176,1,8,439
270,1,23,439
130,1,32,439
293,1,3,439
178,1,20,439
389,1,19,439
145,1,8,439
56,1,13,439
594,1,8,439
603,1,22,439
307,1,6,439
403,1,22,439
579,1,2,439
264,1,28,439
142,0,5,439
683,1,15,439
509,1,25,439
80,1,23,439
49,1,19,439
179,1,7,439
356,1,39,439
192,1,13,439
237,1,5,439
121,1,14,439
300,1,36,439
90,1,19,439
32,1,3,439
709,1,34,439
658,1,34,439
273,1,25,439
336,1,2,439
590,1,6,439
120,0,29,439
87,1,26,439
575,1,2,439
119,1,3,439
44,1,18,439
102,1,27,439
75,1,5,439
227,1,4,439
416,1,24,439
219,1,5,439
197,1,7,439
428,1,29,439
262,1,6,439
351,1,18,439
82,1,3,439
272,1,24,439
480,0,22,439
230,1,5,439
235,1,10,439
277,1,14,439
55,1,20,439
510,0,31,439
297,1,24,439
472,1,11,439
458,1,37,439
542,1,24,439
215,1,19,439
615,0,32,439
4,1,1,439
28,1,11,439
69,0,22,439
133,1,17,439
106,1,4,439
40,1,18,439
320,0,13,439
602,1,8,439
74,1,5,439
99,1,23,439
475,1,24,439
159,1,18,439
241,1,18,439
6,1,3,439
83,1,2,439
250,1,14,439
153,1,4,439
572,0,6,439
42,1,19,439
146,1,11,439
312,1,25,439
481,1,11,439
23,1,4,439
443,1,8,439
498,0,19,439
109,1,28,439
687,1,32,439
405,1,4,439
420,1,25,439
689,1,27,439
193,1,34,439
268,1,25,439
424,1,14,439
315,0,29,439
58,1,1,439
382,1,33,439
328,1,3,439
53,1,1,439
534,1,4,439
57,1,17,439
211,1,14,439
543,1,6,439
261,1,37,439
43,1,17,439
500,1,19,439
245,1,3,439
593,1,8,439
188,1,33,439
457,1,14,439
140,1,2,439
16,1,3,439
91,1,27,439
266,1,19,439
34,0,16,439
135,1,14,439
317,1,28,439
449,1,36,439
309,1,39,439
369,1,10,439
355,0,25,439
338,1,30,439
310,1,14,439
520,1,11,439
690,1,8,439
674,1,2,439
139,1,25,439
124,1,5,439
61,1,5,439
515,0,29,439
649,1,15,439
464,1,24,439
9,1,6,439
386,1,24,439
537,1,8,439
359,1,3,439
478,1,2,439
103,1,5,439
143,1,31,439
232,1,32,439
286,1,36,439
14,1,4,439
147,1,18,439
30,1,15,439
671,1,25,439
210,1,17,439
238,1,14,439
81,0,1,439
301,1,4,439
676,1,34,439
536,1,15,439
426,0,30,439
285,1,12,439
2,1,2,439
93,1,4,439
620,1,27,439
589,1,12,439
308,1,23,439
409,1,7,439
654,1,15,439
229,1,13,439
375,1,27,439
156,1,1,439
3,1,3,440
43,1,17,440
199,1,3,440
24,1,3,440
101,0,3,440
38,0,3,440
16,1,3,440
72,1,3,440
68,1,3,440
107,1,1,441
113,1,1,441
58,1,1,441
149,1,1,441
5,1,1,441
81,0,1,441
53,1,1,441
20,1,1,441
182,0,1,441
156,1,1,441
285,0,12,441
4,1,1,441
1,1,1,441
167,0,5,441
84,1,1,441
351,0,18,441
37,1,1,441
66,1,1,441
92,0,18,441
60,1,1,441
194,1,35,442
25,0,13,442
336,1,2,442
558,0,26,442
47,1,18,442
132,1,3,442
66,1,1,442
45,1,19,442
103,1,5,442
169,1,2,442
198,0,26,442
417,1,2,442
269,1,18,442
156,1,1,442
43,1,17,442
46,0,2,442
68,1,3,442
3,1,3,442
190,1,20,442
175,1,30,442
49,0,19,442
329,0,30,442
123,1,30,442
141,1,17,442
4,1,1,442
24,1,3,442
115,1,2,442
177,0,6,442
107,1,1,442
221,1,17,442
111,1,14,442
358,0,2,442
149,1,1,442
148,1,18,442
126,0,12,442
75,1,5,442
37,1,1,442
71,1,17,442
178,1,20,442
82,1,3,442
53,1,1,442
6,1,3,442
1,1,1,442
266,0,19,442
327,1,18,442
87,0,26,442
39,1,17,442
92,1,18,442
338,0,30,442
60,1,1,442
55,1,20,442
113,1,1,442
3,1,3,443
29,0,3,443
33,1,3,443
59,1,3,443
128,1,3,443
11,1,3,443
43,1,17,443
48,1,3,443
72,1,3,443
48,1,3,444
27,0,14,444
126,1,12,444
239,0,25,444
37,1,1,444
168,1,21,444
318,1,28,444
109,0,28,444
209,0,36,444
300,0,36,444
393,0,28,444
158,1,21,444
317,1,28,444
63,1,14,444
25,0,13,444
353,0,28,444
59,1,3,444
97,1,21,444
143,0,31,444
82,1,3,444
3,1,3,444
33,1,3,444
257,1,3,444
337,0,2,444
68,1,3,444
46,1,2,444
175,1,30,444
24,1,3,444
43,1,17,444
32,1,3,445
57,1,17,445
89,1,10,445
3,1,3,445
72,1,3,445
16,1,3,445
246,0,10,445
52,0,1,445
29,0,3,445
43,1,17,445
24,1,3,446
107,1,1,446
11,1,3,446
4,1,1,446
45,1,19,446
149,1,1,446
116,1,3,446
26,1,3,446
173,1,13,446
60,1,1,446
16,1,3,446
48,1,3,446
118,1,17,446
363,1,23,446
128,1,3,446
32,1,3,446
53,1,1,446
57,1,17,446
156,1,1,446
33,1,3,446
1,1,1,446
82,1,3,446
42,1,19,446
323,1,2,446
112,1,17,446
59,1,3,446
199,1,3,446
37,1,1,446
38,1,3,446
43,1,17,446
280,1,23,446
293,1,3,446
101,1,3,446
71,1,17,446
266,1,19,446
192,0,13,446
68,1,3,447
16,1,3,447
24,1,3,447
3,1,3,447
1,1,1,448
59,1,3,448
149,0,1,448
24,1,3,448
148,0,18,448
107,1,1,448
46,0,2,448
33,1,3,449
82,1,3,449
48,1,3,449
25,0,13,449
68,1,3,449
38,0,3,449
142,1,5,449
24,1,3,449
59,1,3,449
214,1,13,450
25,1,13,450
56,0,13,450
229,1,13,450
192,1,13,450
171,0,13,450
234,1,13,450
129,1,13,450
91,1,27,451
195,1,5,451
19,1,4,451
164,1,9,451
75,1,5,451
273,1,25,451
66,1,1,451
48,1,3,451
82,1,3,451
285,0,12,451
1,1,1,451
17,1,10,451
257,1,3,451
5,1,1,451
176,0,8,451
61,0,5,451
58,1,1,451
24,1,3,451
38,1,3,451
89,1,10,451
132,1,3,451
37,1,1,451
367,0,24,451
107,1,1,451
59,1,3,451
33,1,3,451
3,1,3,451
182,1,1,451
71,1,17,451
170,0,29,451
113,1,1,451
84,1,1,451
43,1,17,451
68,1,3,451
149,1,1,451
34,0,16,451
274,1,10,451
156,0,1,451
81,0,1,451
27,0,14,452
303,1,14,452
26,1,3,452
116,1,3,452
3,1,3,452
210,1,17,452
183,1,23,452
63,0,14,452
117,1,19,453
192,1,13,453
234,1,13,453
68,1,3,453
3,1,3,453
430,1,24,453
335,0,13,453
16,0,3,453
320,1,13,453
129,0,13,453
352,1,3,453
550,0,24,453
25,1,13,453
229,1,13,453
256,1,4,453
29,1,3,453
228,1,13,453
174,1,4,453
297,1,24,453
305,1,4,453
292,0,4,453
171,1,13,453
183,1,23,453
196,1,13,453
245,1,3,453
325,0,13,453
77,0,14,453
239,1,25,453
272,1,24,453
451,1,24,453
303,1,14,453
59,1,3,453
72,0,3,453
24,1,3,454
175,0,30,454
33,1,3,454
1,1,1,454
195,1,5,454
75,1,5,454
37,1,1,454
3,1,3,454
112,1,17,455
24,1,3,455
37,1,1,455
68,1,3,455
107,1,1,455
6,1,3,455
59,1,3,455
149,1,1,455
141,0,17,455
25,1,13,455
48,0,3,455
221,1,17,455
43,1,17,455
3,1,3,455
33,1,3,455
159,0,18,456
82,1,3,456
75,1,5,456
46,1,2,456
166,1,33,456
70,1,4,456
420,1,25,456
147,1,18,456
229,1,13,456
107,1,1,456
103,1,5,456
170,1,29,456
79,1,25,456
168,1,21,456
91,1,27,456
24,1,3,456
228,1,13,456
53,1,1,456
47,1,18,456
97,0,21,456
84,1,1,456
61,1,5,456
58,1,1,456
243,1,1,456
38,1,3,456
144,1,5,456
504,1,29,456
311,1,28,456
222,0,33,456
219,1,5,456
1,0,1,456
44,1,18,456
320,1,13,456
67,1,17,456
196,1,13,456
178,1,20,456
184,1,18,456
37,1,1,456
241,1,18,456
191,1,21,456
66,1,1,456
6,1,3,456
33,1,3,456
109,1,28,456
581,1,13,456
188,1,33,456
15,0,9,456
174,0,4,456
71,1,17,456
367,0,24,456
234,1,13,456
25,1,13,456
331,1,29,456
56,0,13,456
129,1,13,456
95,1,5,456
4,1,1,456
182,1,1,456
452,1,25,456
5,1,1,456
141,1,17,456
39,1,17,456
205,0,25,456
3,0,3,456
233,1,17,456
297,0,24,456
237,1,5,456
203,1,5,456
317,1,28,456
148,0,18,456
210,1,17,456
142,1,5,456
474,1,29,456
20,1,1,456
156,1,1,456
214,1,13,456
439,1,27,456
74,1,5,456
173,1,13,456
446,0,29,456
192,1,13,456
322,1,13,456
189,1,5,456
221,1,17,456
60,1,1,456
54,1,18,456
122,1,21,456
314,0,29,456
43,1,17,456
112,1,17,456
512,1,28,456
104,1,17,456
428,0,29,456
318,1,28,456
272,1,24,456
113,1,1,456
71,1,17,457
4,1,1,457
75,1,5,457
33,1,3,457
107,1,1,457
310,0,14,457
80,1,23,457
362,0,30,457
242,0,1,457
303,1,14,457
329,0,30,457
156,1,1,457
195,1,5,457
66,1,1,457
5,1,1,457
37,1,1,457
60,1,1,457
53,1,1,457
68,1,3,457
123,1,30,457
39,0,17,457
20,0,1,457
243,1,1,457
57,0,17,457
27,0,14,457
1,0,1,457
81,1,1,457
43,1,17,457
338,0,30,457
490,0,14,457
63,0,14,457
149,1,1,457
59,1,3,457
24,1,3,457
175,1,30,457
3,1,3,457
38,1,3,458
43,1,17,458
82,1,3,458
25,1,13,458
257,1,3,458
57,1,17,458
168,1,21,458
132,1,3,458
97,1,21,458
3,1,3,458
33,1,3,458
129,1,13,458
158,1,21,458
184,1,18,458
241,0,18,458
24,1,3,458
122,1,21,458
112,1,17,458
48,1,3,458
112,1,17,459
186,0,11,459
295,1,5,459
3,1,3,459
94,1,23,459
394,1,5,459
221,1,17,459
97,1,21,459
336,1,2,459
153,1,4,459
252,1,4,459
358,0,2,459
25,1,13,459
127,1,11,459
72,1,3,459
103,1,5,459
151,1,17,459
299,0,4,459
65,1,11,459
39,1,17,459
327,0,18,459
38,1,3,459
104,1,17,459
293,1,3,459
178,1,20,459
267,0,4,459
41,1,17,459
417,1,2,459
281,1,1,459
67,1,17,459
254,1,5,459
492,0,4,459
352,1,3,459
61,1,5,459
66,1,1,459
46,1,2,459
441,1,4,459
482,1,1,459
40,1,18,459
255,1,1,459
207,1,23,459
363,1,23,459
74,1,5,459
481,1,11,459
210,1,17,459
159,1,18,459
166,0,33,459
351,1,18,459
68,1,3,459
185,1,2,459
276,1,18,459
284,1,5,459
54,0,18,459
107,1,1,459
135,0,14,459
199,1,3,459
518,1,4,459
396,0,21,459
29,1,3,459
259,1,4,459
296,1,4,459
543,0,6,459
1,1,1,459
260,1,3,459
306,0,2,459
59,1,3,459
167,1,5,459
42,1,19,459
195,1,5,459
19,1,4,459
89,1,10,459
282,1,4,459
141,1,17,459
328,1,3,459
233,1,17,459
119,1,3,459
280,1,23,459
47,1,18,459
324,0,5,459
552,1,5,459
303,1,14,459
579,1,2,459
263,1,23,459
101,1,3,459
146,1,11,459
570,1,5,459
506,1,5,459
31,0,2,459
140,0,2,459
476,0,37,459
191,1,21,459
576,0,33,459
390,0,14,459
448,0,11,459
58,1,1,459
347,1,4,459
234,1,13,459
220,0,21,459
265,1,5,459
357,1,13,459
436,1,9,459
228,0,13,459
266,1,19,459
36,1,3,459
32,1,3,459
411,1,13,459
75,1,5,459
183,1,23,459
240,0,25,459
330,1,5,459
241,1,18,459
33,1,3,459
4,1,1,459
465,1,23,459
563,1,19,459
71,1,17,459
147,0,18,459
20,1,1,459
150,1,25,459
292,1,4,459
55,1,20,459
189,1,5,459
423,0,19,459
82,1,3,459
24,1,3,459
173,1,13,459
35,1,9,459
5,1,1,459
413,1,20,459
21,1,4,459
11,1,3,459
359,1,3,459
389,1,19,459
168,1,21,459
133,1,17,459
148,1,18,459
132,1,3,459
182,0,1,459
16,1,3,459
274,0,10,459
181,1,19,459
60,1,1,459
242,1,1,459
117,1,19,459
454,1,4,459
528,0,5,459
57,1,17,459
304,1,23,459
164,0,9,459
203,1,5,459
84,1,1,459
81,1,1,459
6,1,3,459
237,1,5,459
142,1,5,459
113,0,1,459
28,1,11,459
2,1,2,459
73,1,23,459
128,1,3,459
106,1,4,459
243,1,1,459
370,1,5,459
208,1,23,459
52,1,1,459
27,1,14,459
43,1,17,459
216,0,23,460
201,0,28,460
305,1,4,460
393,0,28,460
96,0,14,460
425,0,23,460
77,0,14,460
80,1,23,460
91,0,27,460
125,0,31,460
195,1,5,460
54,1,18,460
27,0,14,460
24,1,3,460
108,1,27,460
16,1,3,460
73,1,23,460
231,0,23,460
109,1,28,460
246,0,10,460
28,0,11,460
230,1,5,460
433,1,5,460
61,0,5,460
148,1,18,460
72,0,3,460
161,0,25,460
99,0,23,460
152,0,23,460
278,0,28,460
280,0,23,460
483,0,10,460
350,0,23,460
447,0,28,460
496,1,5,460
44,0,18,460
189,0,5,460
392,0,14,460
435,1,5,460
298,0,5,460
273,0,25,460
147,1,18,460
237,1,5,460
167,1,5,460
186,0,11,460
83,0,2,460
103,0,5,460
75,1,5,460
207,1,23,460
92,1,18,460
143,0,31,460
89,1,10,460
308,0,23,460
374,0,28,460
294,1,4,460
19,0,4,460
164,1,9,461
236,0,4,461
351,0,18,461
175,1,30,461
192,0,13,461
1,1,1,461
125,1,31,461
95,1,5,461
191,1,21,461
203,1,5,461
498,0,19,461
492,0,4,461
153,1,4,461
241,1,18,461
81,1,1,461
362,0,30,461
61,1,5,461
318,1,28,461
171,1,13,461
114,0,23,461
514,0,4,461
303,1,14,461
299,0,4,461
6,1,3,461
10,0,4,461
296,1,4,461
3,1,3,461
40,1,18,461
20,1,1,461
308,0,23,461
537,1,8,461
34,0,16,461
254,1,5,461
389,1,19,461
110,1,4,461
46,1,2,461
148,1,18,461
13,1,8,461
39,1,17,461
167,1,5,461
272,0,24,461
180,0,11,461
249,0,24,461
377,0,25,461
317,0,28,461
297,1,24,461
536,1,15,461
38,1,3,461
18,1,11,461
234,1,13,461
8,1,5,461
194,1,35,461
367,0,24,461
85,0,5,461
31,0,2,461
53,1,1,461
270,1,23,461
94,1,23,461
509,0,25,461
2,1,2,461
131,1,24,461
90,1,19,461
115,1,2,461
169,1,2,461
